Внутренний ID,Время создания заказа,ID мерчанта,Статус,Сумма,Валюта,ID заказа,Тип заказа,Описание заказа
66850501,19.11.17 18:10:18,1397120,approved,"6,18",UAH,demo01743309,purchase,demo
66850494,19.11.17 18:10:17,1397120,approved,"6,89",UAH,demo69538165,purchase,demo
66850484,19.11.17 18:10:15,1397120,approved,"2,46",UAH,demo56489865,purchase,demo
66850476,19.11.17 18:10:14,1397120,approved,"1,37",UAH,demo62289737,purchase,demo
66850446,19.11.17 18:10:10,1397120,approved,"7,99",UAH,demo04828906,purchase,demo
66850442,19.11.17 18:10:10,1397120,approved,"5,18",UAH,demo51921443,purchase,demo
66850434,19.11.17 18:10:08,1397120,approved,"6,49",UAH,demo74326796,purchase,demo
66850420,19.11.17 18:10:06,1397120,approved,"9,99",UAH,demo91842820,purchase,demo
66850411,19.11.17 18:10:04,1397120,approved,"6,09",UAH,demo81378999,purchase,demo
66850405,19.11.17 18:10:03,1397120,approved,"9,41",UAH,demo41767950,purchase,demo
66840262,19.11.17 17:11:17,1397120,processing,"7,95",UAH,demo23387910,verification,demo
66840261,19.11.17 17:11:16,1397120,processing,"1,88",UAH,demo87547706,verification,demo
66840255,19.11.17 17:11:15,1397120,processing,"2,17",UAH,demo94553794,verification,demo
66840253,19.11.17 17:11:15,1397120,processing,"6,36",UAH,demo63929492,verification,demo
66840244,19.11.17 17:11:13,1397120,processing,"3,71",UAH,demo21702795,verification,demo
66840243,19.11.17 17:11:13,1397120,processing,"9,45",UAH,demo46566988,verification,demo
66840240,19.11.17 17:11:12,1397120,processing,"6,93",UAH,demo43216572,verification,demo
66840232,19.11.17 17:11:11,1397120,processing,"9,26",UAH,demo24366085,verification,demo
66840229,19.11.17 17:11:10,1397120,processing,"2,14",UAH,demo22461890,verification,demo
66840227,19.11.17 17:11:10,1397120,processing,"2,97",UAH,demo83069103,verification,demo
66840222,19.11.17 17:11:09,1397120,processing,"0,29",USD,demo49302576,verification,demo
66840216,19.11.17 17:11:07,1397120,processing,"1,42",USD,demo95449127,verification,demo
66840213,19.11.17 17:11:07,1397120,processing,"4,91",USD,demo04230132,verification,demo
66840206,19.11.17 17:11:05,1397120,processing,"7,12",USD,demo28703913,verification,demo
66840204,19.11.17 17:11:05,1397120,processing,"7,52",USD,demo52331817,verification,demo
66840201,19.11.17 17:11:04,1397120,processing,"5,34",USD,demo61787432,verification,demo
66840197,19.11.17 17:11:03,1397120,processing,"4,59",USD,demo71297488,verification,demo
66840192,19.11.17 17:11:03,1397120,processing,"0,31",USD,demo97524081,verification,demo
66840191,19.11.17 17:11:02,1397120,processing,"1,58",USD,demo31631200,verification,demo
66840186,19.11.17 17:11:01,1397120,declined,"8,45",GBP,demo86562597,verification,demo
66840181,19.11.17 17:11:00,1397120,declined,"6,27",GBP,demo35971052,verification,demo
66840179,19.11.17 17:11:00,1397120,declined,"7,57",GBP,demo57632025,verification,demo
66840171,19.11.17 17:10:58,1397120,declined,"5,82",GBP,demo97964231,verification,demo
66840165,19.11.17 17:10:57,1397120,declined,"0,13",GBP,demo50023178,verification,demo
66840163,19.11.17 17:10:56,1397120,declined,"7,21",GBP,demo49692474,verification,demo
66840159,19.11.17 17:10:55,1397120,declined,"8,41",GBP,demo14658918,verification,demo
66840158,19.11.17 17:10:55,1397120,declined,"2,45",GBP,demo50370533,verification,demo
66840154,19.11.17 17:10:54,1397120,processing,"6,91",CZK,demo44810722,verification,demo
66840146,19.11.17 17:10:53,1397120,processing,"1,55",CZK,demo16748426,verification,demo
66840145,19.11.17 17:10:52,1397120,processing,"9,76",CZK,demo27993105,verification,demo
66840135,19.11.17 17:10:51,1397120,processing,"9,4",CZK,demo96443567,verification,demo
66840133,19.11.17 17:10:50,1397120,processing,"7,94",CZK,demo63071546,verification,demo
66840127,19.11.17 17:10:49,1397120,processing,"0,26",CZK,demo55460323,verification,demo
66840124,19.11.17 17:10:48,1397120,processing,"7,05",CZK,demo88318473,verification,demo
66840120,19.11.17 17:10:48,1397120,processing,"5,34",CZK,demo84197609,verification,demo
66840117,19.11.17 17:10:47,1397120,processing,"1,11",CZK,demo33013289,verification,demo
66840113,19.11.17 17:10:47,1397120,processing,"8,95",RUB,demo39802275,verification,demo
66840111,19.11.17 17:10:46,1397120,processing,"7,35",RUB,demo35753514,verification,demo
66840103,19.11.17 17:10:45,1397120,processing,"7,11",RUB,demo78366264,verification,demo
66840093,19.11.17 17:10:43,1397120,processing,"1,61",RUB,demo23457320,verification,demo
66840092,19.11.17 17:10:43,1397120,processing,"6,09",RUB,demo68187303,verification,demo
66840089,19.11.17 17:10:42,1397120,processing,"5,6",RUB,demo24724673,verification,demo
66840085,19.11.17 17:10:41,1397120,processing,"0,76",RUB,demo95293118,verification,demo
66840080,19.11.17 17:10:40,1397120,processing,"6,64",RUB,demo13560776,verification,demo
66840076,19.11.17 17:10:40,1397120,processing,"7,17",RUB,demo15722615,verification,demo
66840063,19.11.17 17:10:37,1397120,reversed,"5,93",EUR,demo18720584,verification,demo
66840061,19.11.17 17:10:36,1397120,reversed,"9,04",EUR,demo07410587,verification,demo
66840056,19.11.17 17:10:35,1397120,reversed,"8,23",EUR,demo52596196,verification,demo
66840054,19.11.17 17:10:34,1397120,reversed,"2,72",EUR,demo86381906,verification,demo
66840047,19.11.17 17:10:33,1397120,reversed,"1,63",EUR,demo76984095,verification,demo
66840045,19.11.17 17:10:33,1397120,reversed,"4,05",EUR,demo95717655,verification,demo
66840041,19.11.17 17:10:32,1397120,reversed,"7,93",EUR,demo14517803,verification,demo
66840037,19.11.17 17:10:31,1397120,reversed,"2,87",EUR,demo47433824,verification,demo
66840034,19.11.17 17:10:30,1397120,reversed,"9,38",EUR,demo40458633,verification,demo
66840031,19.11.17 17:10:30,1397120,reversed,"3,28",EUR,demo49312962,verification,demo
66840026,19.11.17 17:10:29,1397120,reversed,"0,61",USD,demo88605704,verification,demo
66840025,19.11.17 17:10:28,1397120,reversed,"2,19",USD,demo83547175,verification,demo
66840017,19.11.17 17:10:27,1397120,reversed,"3,63",USD,demo17665328,verification,demo
66840015,19.11.17 17:10:26,1397120,reversed,"3,87",USD,demo60286482,verification,demo
66840007,19.11.17 17:10:25,1397120,reversed,"7,58",USD,demo98273061,verification,demo
66840004,19.11.17 17:10:24,1397120,reversed,"7,18",USD,demo07710542,verification,demo
66840002,19.11.17 17:10:23,1397120,reversed,"7,83",USD,demo04185437,verification,demo
66839997,19.11.17 17:10:22,1397120,reversed,"6,12",USD,demo89966890,verification,demo
66839994,19.11.17 17:10:21,1397120,reversed,"9,64",USD,demo75127149,verification,demo
66839991,19.11.17 17:10:21,1397120,reversed,"3,88",USD,demo43610173,verification,demo
66839987,19.11.17 17:10:20,1397120,reversed,"4,28",CZK,demo19736472,verification,demo
66839986,19.11.17 17:10:19,1397120,reversed,"3,66",CZK,demo94625080,verification,demo
66839979,19.11.17 17:10:18,1397120,reversed,"8,51",CZK,demo79345920,verification,demo
66839978,19.11.17 17:10:18,1397120,reversed,"8,89",CZK,demo48917814,verification,demo
66839967,19.11.17 17:10:16,1397120,reversed,"8,74",CZK,demo85172651,verification,demo
66839965,19.11.17 17:10:15,1397120,reversed,"0,93",CZK,demo91769024,verification,demo
66839956,19.11.17 17:10:14,1397120,reversed,"9,92",CZK,demo11841287,verification,demo
66839952,19.11.17 17:10:13,1397120,reversed,"5,12",CZK,demo03968295,verification,demo
66839948,19.11.17 17:10:13,1397120,reversed,"7,56",CZK,demo56172149,verification,demo
66839945,19.11.17 17:10:12,1397120,reversed,"5,9",CZK,demo66255048,verification,demo
66839943,19.11.17 17:10:11,1397120,approved,"0,35",RUB,demo01257010,purchase,demo
66839941,19.11.17 17:10:11,1397120,approved,"7,27",RUB,demo00223140,purchase,demo
66839935,19.11.17 17:10:10,1397120,approved,"5,62",RUB,demo67987223,purchase,demo
66839934,19.11.17 17:10:09,1397120,approved,"9,22",RUB,demo03231637,purchase,demo
66839921,19.11.17 17:10:07,1397120,approved,"6,19",RUB,demo50433659,purchase,demo
66839919,19.11.17 17:10:06,1397120,approved,"0,16",RUB,demo46341190,purchase,demo
66839914,19.11.17 17:10:05,1397120,approved,"6,25",RUB,demo03435752,purchase,demo
66839912,19.11.17 17:10:04,1397120,approved,"4,16",RUB,demo97525561,purchase,demo
66839905,19.11.17 17:10:03,1397120,approved,"9,51",RUB,demo17125657,purchase,demo
66839902,19.11.17 17:10:02,1397120,approved,"9,5",RUB,demo71655831,purchase,demo
66830971,19.11.17 16:11:19,1397120,processing,"8,06",UAH,demo72615972,verification,demo
66830970,19.11.17 16:11:18,1397120,processing,"9,8",UAH,demo68314548,verification,demo
66830963,19.11.17 16:11:17,1397120,processing,"9,61",UAH,demo40631206,verification,demo
66830961,19.11.17 16:11:17,1397120,processing,"5,37",UAH,demo55170497,verification,demo
66830951,19.11.17 16:11:15,1397120,processing,"9,59",UAH,demo66169555,verification,demo
66830950,19.11.17 16:11:15,1397120,processing,"0,59",UAH,demo70536589,verification,demo
66830946,19.11.17 16:11:14,1397120,processing,"8,51",UAH,demo90124589,verification,demo
66830941,19.11.17 16:11:13,1397120,processing,"8,85",UAH,demo43083221,verification,demo
66830939,19.11.17 16:11:12,1397120,processing,"8,45",UAH,demo01209341,verification,demo
66830936,19.11.17 16:11:12,1397120,processing,"1,35",UAH,demo23868770,verification,demo
66830932,19.11.17 16:11:11,1397120,processing,"6,31",CZK,demo72098281,verification,demo
66830931,19.11.17 16:11:11,1397120,processing,"5,83",CZK,demo11830552,verification,demo
66830926,19.11.17 16:11:10,1397120,processing,"6,53",CZK,demo71181126,verification,demo
66830922,19.11.17 16:11:09,1397120,processing,"1,54",CZK,demo73069952,verification,demo
66830914,19.11.17 16:11:07,1397120,processing,"2,97",CZK,demo04715295,verification,demo
66830909,19.11.17 16:11:06,1397120,processing,"5,83",CZK,demo51891706,verification,demo
66830904,19.11.17 16:11:06,1397120,processing,"0,86",CZK,demo69060889,verification,demo
66830902,19.11.17 16:11:05,1397120,processing,"4,61",CZK,demo64002812,verification,demo
66830900,19.11.17 16:11:05,1397120,processing,"7,87",CZK,demo80392243,verification,demo
66830894,19.11.17 16:11:04,1397120,declined,"9,83",CZK,demo45362701,verification,demo
66830886,19.11.17 16:11:02,1397120,declined,"4,26",CZK,demo54550177,verification,demo
66830884,19.11.17 16:11:02,1397120,declined,"1,15",CZK,demo31896549,verification,demo
66830877,19.11.17 16:11:00,1397120,declined,"0,78",CZK,demo19260025,verification,demo
66830876,19.11.17 16:11:00,1397120,declined,"1,32",CZK,demo41687431,verification,demo
66830873,19.11.17 16:10:59,1397120,declined,"6,73",CZK,demo87601807,verification,demo
66830869,19.11.17 16:10:58,1397120,declined,"1,74",CZK,demo09889265,verification,demo
66830866,19.11.17 16:10:57,1397120,declined,"5,93",CZK,demo12295464,verification,demo
66830863,19.11.17 16:10:57,1397120,declined,"2,16",CZK,demo27503980,verification,demo
66830858,19.11.17 16:10:56,1397120,processing,"3,9",USD,demo47174188,verification,demo
66830855,19.11.17 16:10:55,1397120,processing,"9,68",USD,demo78607266,verification,demo
66830851,19.11.17 16:10:54,1397120,processing,"7,96",USD,demo53582958,verification,demo
66830850,19.11.17 16:10:54,1397120,processing,"1,45",USD,demo76547431,verification,demo
66830842,19.11.17 16:10:52,1397120,processing,"8,65",USD,demo86004876,verification,demo
66830838,19.11.17 16:10:52,1397120,processing,"3,51",USD,demo42330875,verification,demo
66830836,19.11.17 16:10:51,1397120,processing,"3,06",USD,demo68766245,verification,demo
66830833,19.11.17 16:10:50,1397120,processing,"8,74",USD,demo31886670,verification,demo
66830827,19.11.17 16:10:49,1397120,processing,"3,29",USD,demo26891747,verification,demo
66830826,19.11.17 16:10:49,1397120,processing,"8,1",USD,demo54102739,verification,demo
66830821,19.11.17 16:10:48,1397120,processing,"0,47",UAH,demo54918202,verification,demo
66830820,19.11.17 16:10:47,1397120,processing,"7,27",UAH,demo04257335,verification,demo
66830814,19.11.17 16:10:46,1397120,processing,"0,79",UAH,demo62351826,verification,demo
66830811,19.11.17 16:10:46,1397120,processing,"2,16",UAH,demo51293881,verification,demo
66830805,19.11.17 16:10:44,1397120,processing,"4,6",UAH,demo28920664,verification,demo
66830804,19.11.17 16:10:44,1397120,processing,"0,7",UAH,demo85680033,verification,demo
66830797,19.11.17 16:10:43,1397120,processing,"4,68",UAH,demo32324891,verification,demo
66830793,19.11.17 16:10:42,1397120,processing,"0,5",UAH,demo02603233,verification,demo
66830792,19.11.17 16:10:42,1397120,processing,"3,52",UAH,demo23450189,verification,demo
66830784,19.11.17 16:10:39,1397120,reversed,"3,6",UAH,demo99786017,verification,demo
66830782,19.11.17 16:10:38,1397120,reversed,"0,52",UAH,demo45850659,verification,demo
66830777,19.11.17 16:10:37,1397120,reversed,"7,12",UAH,demo47003750,verification,demo
66830776,19.11.17 16:10:37,1397120,reversed,"1,59",UAH,demo87471384,verification,demo
66830767,19.11.17 16:10:35,1397120,reversed,"3,38",UAH,demo43996650,verification,demo
66830765,19.11.17 16:10:34,1397120,reversed,"8,16",UAH,demo20329374,verification,demo
66830761,19.11.17 16:10:33,1397120,reversed,"8,09",UAH,demo03434759,verification,demo
66830758,19.11.17 16:10:33,1397120,reversed,"7,97",UAH,demo53064257,verification,demo
66830752,19.11.17 16:10:32,1397120,reversed,"2,91",UAH,demo90324604,verification,demo
66830750,19.11.17 16:10:31,1397120,reversed,"6,46",UAH,demo23830534,verification,demo
66830747,19.11.17 16:10:31,1397120,reversed,"3,99",UAH,demo44782898,verification,demo
66830743,19.11.17 16:10:30,1397120,reversed,"7,91",UAH,demo63828920,verification,demo
66830738,19.11.17 16:10:29,1397120,reversed,"4,8",UAH,demo50216065,verification,demo
66830735,19.11.17 16:10:29,1397120,reversed,"6,2",UAH,demo29032435,verification,demo
66830726,19.11.17 16:10:27,1397120,reversed,"1,27",UAH,demo37626256,verification,demo
66830725,19.11.17 16:10:26,1397120,reversed,"2,83",UAH,demo90937790,verification,demo
66830721,19.11.17 16:10:25,1397120,reversed,"8,27",UAH,demo87328053,verification,demo
66830716,19.11.17 16:10:25,1397120,reversed,"9,13",UAH,demo37979527,verification,demo
66830711,19.11.17 16:10:23,1397120,reversed,"7,14",UAH,demo07563986,verification,demo
66830708,19.11.17 16:10:23,1397120,reversed,"5,51",UAH,demo70369757,verification,demo
66830704,19.11.17 16:10:22,1397120,reversed,"1,73",EUR,demo90957408,verification,demo
66830700,19.11.17 16:10:21,1397120,reversed,"9,48",EUR,demo29766651,verification,demo
66830692,19.11.17 16:10:20,1397120,reversed,"5,51",EUR,demo03885234,verification,demo
66830690,19.11.17 16:10:20,1397120,reversed,"1,21",EUR,demo13336690,verification,demo
66830684,19.11.17 16:10:18,1397120,reversed,"3,64",EUR,demo98904053,verification,demo
66830682,19.11.17 16:10:17,1397120,reversed,"6,63",EUR,demo98660371,verification,demo
66830676,19.11.17 16:10:16,1397120,reversed,"4,57",EUR,demo65496770,verification,demo
66830673,19.11.17 16:10:16,1397120,reversed,"8,07",EUR,demo20295814,verification,demo
66830670,19.11.17 16:10:15,1397120,reversed,"9,45",EUR,demo29075233,verification,demo
66830668,19.11.17 16:10:14,1397120,reversed,"6,29",EUR,demo49406855,verification,demo
66830663,19.11.17 16:10:13,1397120,approved,"6,74",RUB,demo82979519,purchase,demo
66830661,19.11.17 16:10:13,1397120,approved,"2,29",RUB,demo72653521,purchase,demo
66830653,19.11.17 16:10:11,1397120,approved,"9,53",RUB,demo09736732,purchase,demo
66830652,19.11.17 16:10:11,1397120,approved,"2,03",RUB,demo64542549,purchase,demo
66830644,19.11.17 16:10:09,1397120,approved,"9,62",RUB,demo91219308,purchase,demo
66830643,19.11.17 16:10:08,1397120,approved,"4,61",RUB,demo69539845,purchase,demo
66830638,19.11.17 16:10:06,1397120,approved,"1,8",RUB,demo49624318,purchase,demo
66830634,19.11.17 16:10:05,1397120,approved,"6,22",RUB,demo44319853,purchase,demo
66830628,19.11.17 16:10:03,1397120,approved,"3,19",RUB,demo39466932,purchase,demo
66830627,19.11.17 16:10:03,1397120,approved,"1,43",RUB,demo47647245,purchase,demo
66818794,19.11.17 15:11:22,1397120,processing,"5,7",CZK,demo33035990,verification,demo
66818787,19.11.17 15:11:21,1397120,processing,"7,56",CZK,demo68299474,verification,demo
66818780,19.11.17 15:11:19,1397120,processing,"1,94",CZK,demo26413043,verification,demo
66818775,19.11.17 15:11:19,1397120,processing,"7,47",CZK,demo02586583,verification,demo
66818756,19.11.17 15:11:16,1397120,processing,"3,77",CZK,demo73593423,verification,demo
66818739,19.11.17 15:11:13,1397120,processing,"2,49",CZK,demo67711286,verification,demo
66818733,19.11.17 15:11:13,1397120,processing,"4,08",CZK,demo64595990,verification,demo
66818726,19.11.17 15:11:12,1397120,processing,"9,81",CZK,demo25831860,verification,demo
66818719,19.11.17 15:11:11,1397120,processing,"9,11",USD,demo82051915,verification,demo
66818717,19.11.17 15:11:10,1397120,processing,"6,74",USD,demo90818084,verification,demo
66818710,19.11.17 15:11:09,1397120,processing,"6,04",USD,demo18192199,verification,demo
66818706,19.11.17 15:11:09,1397120,processing,"7,28",USD,demo69951078,verification,demo
66818694,19.11.17 15:11:06,1397120,processing,"4,8",USD,demo16984740,verification,demo
66818687,19.11.17 15:11:06,1397120,processing,"4,86",USD,demo79120283,verification,demo
66818678,19.11.17 15:11:05,1397120,processing,"9,78",USD,demo21542674,verification,demo
66818671,19.11.17 15:11:04,1397120,processing,"8,72",USD,demo12050344,verification,demo
66818667,19.11.17 15:11:03,1397120,processing,"2,11",USD,demo26246867,verification,demo
66818666,19.11.17 15:11:02,1397120,processing,"1,46",USD,demo73097965,verification,demo
66818660,19.11.17 15:11:01,1397120,declined,"0,71",CZK,demo54925390,verification,demo
66818653,19.11.17 15:11:00,1397120,declined,"3,21",CZK,demo28019511,verification,demo
66818651,19.11.17 15:11:00,1397120,declined,"2,65",CZK,demo78565768,verification,demo
66818644,19.11.17 15:10:58,1397120,declined,"0,34",CZK,demo47892637,verification,demo
66818641,19.11.17 15:10:57,1397120,declined,"0,56",CZK,demo61972329,verification,demo
66818639,19.11.17 15:10:57,1397120,declined,"5,32",CZK,demo76000573,verification,demo
66818635,19.11.17 15:10:56,1397120,declined,"9,97",CZK,demo28847590,verification,demo
66818631,19.11.17 15:10:55,1397120,declined,"7,17",CZK,demo51566338,verification,demo
66818630,19.11.17 15:10:55,1397120,declined,"0,41",CZK,demo40940188,verification,demo
66818626,19.11.17 15:10:54,1397120,processing,"7,24",RUB,demo26160471,verification,demo
66818624,19.11.17 15:10:54,1397120,processing,"0,28",RUB,demo89401375,verification,demo
66818619,19.11.17 15:10:52,1397120,processing,"4,61",RUB,demo14107718,verification,demo
66818617,19.11.17 15:10:52,1397120,processing,"8,37",RUB,demo86721987,verification,demo
66818609,19.11.17 15:10:50,1397120,processing,"7,36",RUB,demo30284738,verification,demo
66818608,19.11.17 15:10:50,1397120,processing,"7,72",RUB,demo24632152,verification,demo
66818604,19.11.17 15:10:49,1397120,processing,"7,53",RUB,demo77899256,verification,demo
66818600,19.11.17 15:10:48,1397120,processing,"6,51",RUB,demo03020917,verification,demo
66818595,19.11.17 15:10:47,1397120,processing,"3,64",RUB,demo80070238,verification,demo
66818592,19.11.17 15:10:47,1397120,processing,"2,74",RUB,demo93597701,verification,demo
66818588,19.11.17 15:10:47,1397120,processing,"2,71",CZK,demo66923787,verification,demo
66818582,19.11.17 15:10:45,1397120,processing,"8,11",CZK,demo86537678,verification,demo
66818579,19.11.17 15:10:45,1397120,processing,"2,8",CZK,demo90304829,verification,demo
66818570,19.11.17 15:10:43,1397120,processing,"5,12",CZK,demo02170933,verification,demo
66818567,19.11.17 15:10:43,1397120,processing,"8,41",CZK,demo08804326,verification,demo
66818559,19.11.17 15:10:41,1397120,processing,"1,28",CZK,demo69965109,verification,demo
66818555,19.11.17 15:10:41,1397120,processing,"2,61",CZK,demo51508880,verification,demo
66818553,19.11.17 15:10:40,1397120,processing,"2,9",CZK,demo48128060,verification,demo
66818546,19.11.17 15:10:38,1397120,reversed,"8,47",USD,demo02295238,verification,demo
66818543,19.11.17 15:10:37,1397120,reversed,"3,47",USD,demo44782505,verification,demo
66818538,19.11.17 15:10:36,1397120,reversed,"2,55",USD,demo04640603,verification,demo
66818537,19.11.17 15:10:36,1397120,reversed,"7,59",USD,demo87798420,verification,demo
66818532,19.11.17 15:10:35,1397120,reversed,"2,58",USD,demo38184124,verification,demo
66818529,19.11.17 15:10:34,1397120,reversed,"6,01",USD,demo78368064,verification,demo
66818527,19.11.17 15:10:33,1397120,reversed,"3,72",USD,demo76519892,verification,demo
66818519,19.11.17 15:10:32,1397120,reversed,"2,49",USD,demo30873816,verification,demo
66818517,19.11.17 15:10:32,1397120,reversed,"0,25",USD,demo87664590,verification,demo
66818515,19.11.17 15:10:31,1397120,reversed,"0,1",USD,demo78676369,verification,demo
66818511,19.11.17 15:10:30,1397120,reversed,"1,49",UAH,demo45422574,verification,demo
66818510,19.11.17 15:10:30,1397120,reversed,"3,77",UAH,demo07043571,verification,demo
66818504,19.11.17 15:10:29,1397120,reversed,"3,06",UAH,demo70307743,verification,demo
66818503,19.11.17 15:10:28,1397120,reversed,"5,08",UAH,demo05421884,verification,demo
66818494,19.11.17 15:10:26,1397120,reversed,"0,47",UAH,demo33578213,verification,demo
66818493,19.11.17 15:10:26,1397120,reversed,"9,08",UAH,demo63149184,verification,demo
66818490,19.11.17 15:10:25,1397120,reversed,"9,65",UAH,demo48317071,verification,demo
66818486,19.11.17 15:10:24,1397120,reversed,"4,33",UAH,demo53837771,verification,demo
66818481,19.11.17 15:10:24,1397120,reversed,"2,59",UAH,demo97172900,verification,demo
66818480,19.11.17 15:10:23,1397120,reversed,"6,07",UAH,demo99771478,verification,demo
66818477,19.11.17 15:10:22,1397120,reversed,"7,14",CZK,demo68075293,verification,demo
66818472,19.11.17 15:10:22,1397120,reversed,"0,27",CZK,demo83547124,verification,demo
66818467,19.11.17 15:10:21,1397120,reversed,"1,63",CZK,demo95634134,verification,demo
66818465,19.11.17 15:10:20,1397120,reversed,"5,54",CZK,demo14938254,verification,demo
66818456,19.11.17 15:10:18,1397120,reversed,"3,04",CZK,demo51783295,verification,demo
66818454,19.11.17 15:10:18,1397120,reversed,"7,24",CZK,demo91075890,verification,demo
66818450,19.11.17 15:10:17,1397120,reversed,"6,65",CZK,demo37401128,verification,demo
66818447,19.11.17 15:10:16,1397120,reversed,"8,43",CZK,demo70813969,verification,demo
66818443,19.11.17 15:10:15,1397120,reversed,"5,76",CZK,demo16697502,verification,demo
66818441,19.11.17 15:10:15,1397120,reversed,"8,5",CZK,demo96516241,verification,demo
66818433,19.11.17 15:10:14,1397120,approved,"1,22",UAH,demo86545143,purchase,demo
66818432,19.11.17 15:10:13,1397120,approved,"2,97",UAH,demo54163787,purchase,demo
66818421,19.11.17 15:10:11,1397120,approved,"0,24",UAH,demo82840731,purchase,demo
66818407,19.11.17 15:10:09,1397120,approved,"8,81",UAH,demo30006423,purchase,demo
66818403,19.11.17 15:10:08,1397120,approved,"9,31",UAH,demo73850756,purchase,demo
66818400,19.11.17 15:10:07,1397120,approved,"6,05",UAH,demo88972709,purchase,demo
66818394,19.11.17 15:10:06,1397120,approved,"0,52",UAH,demo08605768,purchase,demo
66818384,19.11.17 15:10:04,1397120,approved,"8,42",UAH,demo69282166,purchase,demo
66818373,19.11.17 15:10:03,1397120,approved,"8,54",UAH,demo68792105,purchase,demo
66807055,19.11.17 14:11:24,1397120,processing,"6,84",RUB,demo54499061,verification,demo
66807052,19.11.17 14:11:23,1397120,processing,"9,75",RUB,demo46808895,verification,demo
66807045,19.11.17 14:11:22,1397120,processing,"5,24",RUB,demo00119326,verification,demo
66807044,19.11.17 14:11:21,1397120,processing,"6,29",RUB,demo03729002,verification,demo
66807033,19.11.17 14:11:20,1397120,processing,"4,12",RUB,demo49831445,verification,demo
66807031,19.11.17 14:11:19,1397120,processing,"9,89",RUB,demo48086176,verification,demo
66807026,19.11.17 14:11:18,1397120,processing,"7,6",RUB,demo54671149,verification,demo
66807021,19.11.17 14:11:18,1397120,processing,"4,27",RUB,demo50741491,verification,demo
66807015,19.11.17 14:11:17,1397120,processing,"3,46",RUB,demo32201212,verification,demo
66807014,19.11.17 14:11:16,1397120,processing,"5,11",RUB,demo61062409,verification,demo
66807010,19.11.17 14:11:16,1397120,processing,"1,86",RUB,demo54316734,verification,demo
66807007,19.11.17 14:11:15,1397120,processing,"8,15",RUB,demo14055283,verification,demo
66806999,19.11.17 14:11:14,1397120,processing,"7,69",RUB,demo17284584,verification,demo
66806996,19.11.17 14:11:14,1397120,processing,"5,59",RUB,demo61044923,verification,demo
66806989,19.11.17 14:11:12,1397120,processing,"0,63",RUB,demo41919652,verification,demo
66806985,19.11.17 14:11:11,1397120,processing,"6,14",RUB,demo06075501,verification,demo
66806983,19.11.17 14:11:11,1397120,processing,"9,01",RUB,demo06316539,verification,demo
66806978,19.11.17 14:11:10,1397120,processing,"7,19",RUB,demo51445997,verification,demo
66806975,19.11.17 14:11:09,1397120,processing,"4,7",RUB,demo96160423,verification,demo
66806971,19.11.17 14:11:08,1397120,processing,"8,33",RUB,demo19003939,verification,demo
66806964,19.11.17 14:11:08,1397120,declined,"5,6",CZK,demo78158924,verification,demo
66806963,19.11.17 14:11:07,1397120,declined,"5,46",CZK,demo56660518,verification,demo
66806953,19.11.17 14:11:06,1397120,declined,"9,33",CZK,demo27011283,verification,demo
66806952,19.11.17 14:11:05,1397120,declined,"1,52",CZK,demo49839373,verification,demo
66806942,19.11.17 14:11:04,1397120,declined,"2,76",CZK,demo69592576,verification,demo
66806939,19.11.17 14:11:03,1397120,declined,"4,16",CZK,demo60926073,verification,demo
66806936,19.11.17 14:11:02,1397120,declined,"0,48",CZK,demo76544636,verification,demo
66806932,19.11.17 14:11:01,1397120,declined,"1,75",CZK,demo96415846,verification,demo
66806928,19.11.17 14:11:00,1397120,declined,"9,38",CZK,demo79337610,verification,demo
66806926,19.11.17 14:11:00,1397120,declined,"2,05",CZK,demo08085120,verification,demo
66806921,19.11.17 14:10:59,1397120,processing,"7,78",CZK,demo50320082,verification,demo
66806919,19.11.17 14:10:59,1397120,processing,"9,06",CZK,demo01709732,verification,demo
66806911,19.11.17 14:10:57,1397120,processing,"5,12",CZK,demo05938687,verification,demo
66806910,19.11.17 14:10:57,1397120,processing,"1,15",CZK,demo93155363,verification,demo
66806901,19.11.17 14:10:55,1397120,processing,"1,26",CZK,demo26327854,verification,demo
66806900,19.11.17 14:10:55,1397120,processing,"9,64",CZK,demo97714284,verification,demo
66806896,19.11.17 14:10:54,1397120,processing,"9,33",CZK,demo91086077,verification,demo
66806892,19.11.17 14:10:53,1397120,processing,"4,17",CZK,demo28790273,verification,demo
66806887,19.11.17 14:10:52,1397120,processing,"8,95",CZK,demo81846408,verification,demo
66806885,19.11.17 14:10:52,1397120,processing,"3,85",CZK,demo88883930,verification,demo
66806880,19.11.17 14:10:51,1397120,processing,"4,44",UAH,demo06663557,verification,demo
66806879,19.11.17 14:10:50,1397120,processing,"9,18",UAH,demo35668700,verification,demo
66806872,19.11.17 14:10:49,1397120,processing,"3,68",UAH,demo42805314,verification,demo
66806871,19.11.17 14:10:49,1397120,processing,"8,36",UAH,demo42942907,verification,demo
66806861,19.11.17 14:10:47,1397120,processing,"6,75",UAH,demo13549017,verification,demo
66806859,19.11.17 14:10:47,1397120,processing,"7,7",UAH,demo39754484,verification,demo
66806853,19.11.17 14:10:46,1397120,processing,"0,6",UAH,demo81244279,verification,demo
66806849,19.11.17 14:10:45,1397120,processing,"9,49",UAH,demo01052357,verification,demo
66806846,19.11.17 14:10:44,1397120,processing,"3,54",UAH,demo51812089,verification,demo
